Id,Sold Price
47439,396639.28
47440,382396.6
47441,460750.53
47442,387828.25
47443,454174.53
47444,406433.78
47445,477107.62
47446,359086.8
47447,568500.9
47448,368638.3
47449,335377.16
47450,445007.62
47451,341411.4
47452,331885.3
47453,381353.66
47454,351438.62
47455,343606.22
47456,461666.0
47457,354696.75
47458,323238.53
47459,347410.06
47460,495124.62
47461,465761.53
47462,437396.4
47463,440926.9
47464,426174.94
47465,403928.06
47466,453083.66
47467,394125.7
47468,1048450.7
47469,347405.03
47470,339882.1
47471,404752.53
47472,351506.2
47473,560488.1
47474,343512.3
47475,468255.1
47476,340759.03
47477,331244.3
47478,340196.34
47479,376347.06
47480,322904.75
47481,326987.25
47482,480348.22
47483,401100.94
47484,632682.6
47485,444231.88
47486,397838.1
47487,384841.4
47488,422719.72
47489,384630.38
47490,368187.75
47491,330440.22
47492,395214.66
47493,349237.12
47494,454523.75
47495,373774.2
47496,649052.1
47497,436343.78
47498,455195.66
47499,369039.9
47500,343328.62
47501,323574.47
47502,352588.1
47503,332986.56
47504,335715.2
47505,348573.94
47506,451992.1
47507,400410.66
47508,359905.84
47509,392660.47
47510,367006.4
47511,370026.56
47512,369387.16
47513,331272.16
47514,437203.4
47515,327765.22
47516,396867.16
47517,325823.2
47518,515563.56
47519,387535.62
47520,403896.62
47521,585642.8
47522,358591.0
47523,462407.16
47524,396002.22
47525,522023.3
47526,325459.7
47527,492665.06
47528,324912.44
47529,353741.28
47530,430409.72
47531,601063.8
47532,350097.6
47533,537331.3
47534,341372.84
47535,317123.06
47536,368822.22
47537,536832.7
47538,374115.2
47539,391579.03
47540,367276.44
47541,372211.62
47542,353564.56
47543,480086.53
47544,400759.1
47545,534245.3
47546,350780.5
47547,382422.62
47548,579793.1
47549,388428.5
47550,1179967.6
47551,399577.16
47552,353784.62
47553,468998.38
47554,419360.88
47555,362577.03
47556,426472.44
47557,363270.84
47558,380355.53
47559,328448.8
47560,355200.75
47561,473251.25
47562,464241.4
47563,385527.66
47564,327579.6
47565,482264.6
47566,463302.2
47567,366166.62
47568,445303.4
47569,347623.66
47570,396998.5
47571,363718.56
47572,337283.0
47573,564706.7
47574,338664.56
47575,438981.53
47576,446202.94
47577,427609.7
47578,366799.56
47579,347858.8
47580,341189.1
47581,477478.2
47582,358413.28
47583,357642.9
47584,353357.97
47585,329372.53
47586,357890.12
47587,355232.28
47588,419517.03
47589,367652.84
47590,330163.4
47591,406146.38
47592,513342.44
47593,333864.16
47594,337714.16
47595,337978.06
47596,412882.06
47597,356980.56
47598,340156.78
47599,428463.7
47600,506512.53
47601,349372.78
47602,378673.6
47603,349378.7
47604,342544.7
47605,408670.7
47606,410932.97
47607,373916.88
47608,316998.28
47609,343009.7
47610,355396.84
47611,620055.44
47612,338212.1
47613,450495.53
47614,387480.78
47615,375051.94
47616,365707.56
47617,571092.44
47618,336314.97
47619,373423.7
47620,412862.6
47621,401424.28
47622,511342.53
47623,416444.78
47624,372900.2
47625,341759.75
47626,318450.3
47627,341940.25
47628,371385.22
47629,388236.62
47630,364719.94
47631,545684.44
47632,335591.78
47633,439723.22
47634,354102.56
47635,354071.16
47636,366918.16
47637,352310.38
47638,489974.16
47639,362060.56
47640,344934.62
47641,380107.2
47642,355608.2
47643,450511.62
47644,499239.4
47645,363935.44
47646,347059.34
47647,391602.28
47648,378044.7
47649,400707.47
47650,429207.12
47651,326244.47
47652,356753.12
47653,354920.97
47654,417816.8
47655,397038.4
47656,557110.2
47657,559820.6
47658,433067.06
47659,394841.7
47660,367658.03
47661,437615.88
47662,337734.44
47663,451346.62
47664,479605.44
47665,518604.03
47666,371065.25
47667,412802.28
47668,384176.2
47669,456237.12
47670,337082.9
47671,375021.47
47672,518305.2
47673,364093.66
47674,347316.47
47675,348198.88
47676,379984.12
47677,399815.97
47678,416386.16
47679,479016.38
47680,338287.97
47681,400118.56
47682,355771.25
47683,337288.8
47684,401188.1
47685,384960.88
47686,502884.88
47687,484695.16
47688,392402.47
47689,428801.3
47690,468319.38
47691,496914.3
47692,348260.25
47693,335216.9
47694,330744.22
47695,407490.12
47696,317193.72
47697,450770.78
47698,369386.28
47699,316216.1
47700,409470.7
47701,356503.62
47702,541058.9
47703,334428.5
47704,358388.44
47705,454050.4
47706,355850.66
47707,537325.4
47708,349760.03
47709,433143.03
47710,418942.22
47711,345593.66
47712,400218.38
47713,506190.0
47714,379006.34
47715,451135.94
47716,407960.94
47717,339230.28
47718,375628.84
47719,376805.9
47720,360812.62
47721,373293.0
47722,387435.72
47723,332412.12
47724,359077.12
47725,402404.9
47726,365471.75
47727,406202.06
47728,382620.06
47729,366250.7
47730,354246.2
47731,380931.38
47732,332006.7
47733,411235.78
47734,1239825.0
47735,426470.78
47736,360606.25
47737,378944.8
47738,331067.1
47739,331056.44
47740,344638.75
47741,356159.38
47742,375851.28
47743,463792.03
47744,427272.25
47745,406825.5
47746,384910.1
47747,339364.7
47748,426818.9
47749,403479.03
47750,398041.62
47751,446350.22
47752,365677.03
47753,334662.62
47754,364945.88
47755,545580.75
47756,428440.94
47757,344379.62
47758,361883.84
47759,498393.72
47760,413687.84
47761,368777.75
47762,345172.38
47763,489083.88
47764,387485.3
47765,432095.16
47766,411233.72
47767,335392.16
47768,363723.53
47769,363692.5
47770,499062.6
47771,359170.5
47772,417619.34
47773,366992.2
47774,421533.94
47775,405410.25
47776,413088.88
47777,406698.4
47778,418330.75
47779,509806.5
47780,336709.3
47781,433458.8
47782,375228.0
47783,342099.75
47784,409272.72
47785,382252.25
47786,485697.03
47787,366592.16
47788,369117.53
47789,590894.2
47790,406439.3
47791,420720.8
47792,374471.25
47793,382060.22
