Id,Sold Price
47439,1244842.4
47440,1122261.2
47441,1291607.9
47442,1116599.4
47443,1987272.0
47444,1357744.8
47445,2341515.5
47446,753173.0
47447,2891659.2
47448,932556.06
47449,689757.8
47450,1570440.0
47451,705396.44
47452,693137.25
47453,1131452.2
47454,713476.7
47455,696178.3
47456,1046361.8
47457,778633.94
47458,682524.9
47459,733919.0
47460,2728879.2
47461,2118836.8
47462,1756783.0
47463,1345193.9
47464,1632314.9
47465,1390183.2
47466,1964922.0
47467,1265492.5
47468,9714659.0
47469,697088.06
47470,690429.1
47471,823284.56
47472,787518.4
47473,3403917.0
47474,712958.1
47475,2036482.4
47476,728537.56
47477,686190.75
47478,694024.7
47479,908720.25
47480,685231.6
47481,684616.94
47482,2321190.5
47483,1320527.6
47484,4720788.5
47485,1175697.5
47486,1243742.2
47487,758638.3
47488,1146752.6
47489,1161025.9
47490,962213.75
47491,688710.06
47492,1207840.2
47493,723463.1
47494,1247170.0
47495,1008777.25
47496,4284623.0
47497,1535686.2
47498,1665654.4
47499,1051969.9
47500,716220.56
47501,684746.94
47502,785395.4
47503,690505.4
47504,694878.94
47505,763877.25
47506,1584087.1
47507,1129710.6
47508,890464.6
47509,1208369.5
47510,855331.6
47511,1046471.7
47512,918726.9
47513,689002.4
47514,1414725.5
47515,686222.8
47516,1219646.8
47517,685230.25
47518,3043896.0
47519,1197251.5
47520,1145387.1
47521,4101071.2
47522,694684.9
47523,2029470.6
47524,1293996.9
47525,3229103.8
47526,686542.3
47527,2656978.2
47528,686424.44
47529,771392.1
47530,1536901.0
47531,3361079.0
47532,746807.2
47533,3372994.8
47534,699474.2
47535,683265.6
47536,1028478.1
47537,2932805.0
47538,952275.8
47539,1244919.1
47540,734521.7
47541,922104.1
47542,760020.9
47543,2054238.1
47544,1220275.6
47545,2864786.2
47546,735791.4
47547,987462.7
47548,3610094.8
47549,686003.6
47550,13340339.0
47551,1400213.0
47552,749411.4
47553,1798471.8
47554,875908.3
47555,928822.9
47556,1699807.6
47557,916456.75
47558,886754.4
47559,685210.0
47560,806479.94
47561,2326903.0
47562,2091590.1
47563,1158569.1
47564,683616.25
47565,2073200.5
47566,1818702.8
47567,936086.25
47568,1738111.8
47569,700646.3
47570,1241788.4
47571,824999.94
47572,693427.0
47573,3406665.0
47574,704796.3
47575,1484183.8
47576,1534104.4
47577,1646475.4
47578,778364.25
47579,700792.4
47580,704034.2
47581,2334550.8
47582,773694.2
47583,717462.94
47584,702738.3
47585,688384.0
47586,880708.25
47587,762499.06
47588,1548069.2
47589,907120.75
47590,712928.6
47591,1185025.5
47592,2646433.8
47593,693581.0
47594,688488.8
47595,693435.7
47596,1123626.9
47597,720596.8
47598,695887.56
47599,1672910.5
47600,2117764.0
47601,733728.44
47602,1018619.56
47603,738534.5
47604,695423.75
47605,1413036.4
47606,1077563.4
47607,1071560.1
47608,682777.4
47609,710880.44
47610,729893.6
47611,4440107.0
47612,692372.2
47613,1971554.5
47614,684773.5
47615,1044214.9
47616,932838.5
47617,3789066.0
47618,704484.44
47619,942599.9
47620,1547918.8
47621,1358545.5
47622,1988082.4
47623,953142.5
47624,811442.3
47625,693192.0
47626,683467.5
47627,692451.6
47628,1059874.9
47629,906049.25
47630,802595.1
47631,2513605.0
47632,695125.2
47633,1072695.9
47634,773000.6
47635,712621.94
47636,865684.9
47637,763976.4
47638,2466977.0
47639,831358.0
47640,696259.56
47641,981437.8
47642,772272.06
47643,1656741.1
47644,1879719.5
47645,901253.5
47646,711473.44
47647,1236185.5
47648,1253921.2
47649,690636.3
47650,1587965.8
47651,684523.56
47652,723822.5
47653,818825.0
47654,1406566.8
47655,1229185.9
47656,3151054.8
47657,2876774.0
47658,1607658.4
47659,1249673.1
47660,846797.44
47661,1723501.6
47662,696125.25
47663,1905021.2
47664,2225172.0
47665,2883492.0
47666,862522.44
47667,1174575.8
47668,1092673.6
47669,1293940.1
47670,698067.8
47671,793328.2
47672,2631592.5
47673,804059.2
47674,742816.44
47675,704444.25
47676,1080470.8
47677,1084700.0
47678,1368164.5
47679,2434036.5
47680,708897.6
47681,1275831.6
47682,810669.44
47683,693286.2
47684,1179560.6
47685,1157763.8
47686,1763259.1
47687,1962557.5
47688,1276908.6
47689,855109.25
47690,2249431.0
47691,2558445.8
47692,778775.56
47693,687442.6
47694,688596.9
47695,1226810.2
47696,682722.8
47697,1832557.5
47698,1028351.3
47699,683085.1
47700,1450495.5
47701,837567.7
47702,3316457.0
47703,691898.56
47704,855732.44
47705,1243673.4
47706,793197.6
47707,2651292.5
47708,756622.56
47709,1304774.8
47710,749081.5
47711,696113.7
47712,1318891.6
47713,2808144.5
47714,1103226.1
47715,1601041.9
47716,1471674.5
47717,726417.7
47718,908872.2
47719,916393.56
47720,911570.56
47721,803737.44
47722,815289.1
47723,691747.0
47724,721065.75
47725,1295663.9
47726,913917.06
47727,1000562.06
47728,971393.6
47729,788784.56
47730,782544.9
47731,1159209.1
47732,688365.7
47733,1419259.1
47734,14553301.0
47735,1179664.9
47736,853215.25
47737,1023507.5
47738,689560.1
