Id,Sold Price
47439,353780.66
47440,352924.7
47441,361660.2
47442,353462.16
47443,358598.94
47444,354472.78
47445,356607.97
47446,354097.44
47447,367825.03
47448,352402.12
47449,349656.97
47450,356826.97
47451,349481.4
47452,347839.72
47453,353363.56
47454,353060.5
47455,352619.8
47456,362698.4
47457,352688.47
47458,350875.12
47459,352407.12
47460,357705.9
47461,359110.9
47462,356362.88
47463,356853.56
47464,355049.3
47465,351106.22
47466,355564.4
47467,353489.75
47468,440130.12
47469,352725.66
47470,355302.4
47471,358182.47
47472,352047.12
47473,365721.0
47474,351270.75
47475,358522.56
47476,347923.66
47477,352512.1
47478,352515.47
47479,355669.66
47480,350960.84
47481,353386.9
47482,358212.7
47483,354366.4
47484,372157.16
47485,360959.8
47486,353113.94
47487,355002.8
47488,356520.5
47489,351195.78
47490,349584.44
47491,350915.38
47492,355441.56
47493,353758.47
47494,361428.03
47495,353064.56
47496,374884.6
47497,355950.06
47498,357820.03
47499,352458.3
47500,350599.28
47501,350274.12
47502,351209.06
47503,351549.78
47504,350419.16
47505,350251.6
47506,360226.97
47507,353578.75
47508,351588.56
47509,352794.53
47510,351185.38
47511,352308.44
47512,353468.47
47513,350390.1
47514,357089.6
47515,350372.88
47516,353696.9
47517,349005.44
47518,359243.03
47519,353025.4
47520,353148.22
47521,367124.1
47522,354149.97
47523,358313.38
47524,354154.34
47525,360140.9
47526,350077.94
47527,357586.4
47528,354616.88
47529,351435.97
47530,356037.28
47531,370951.44
47532,349193.4
47533,363154.2
47534,352383.56
47535,348175.78
47536,352002.12
47537,364385.72
47538,352887.12
47539,354002.22
47540,352529.03
47541,352580.88
47542,351624.28
47543,358989.38
47544,356136.1
47545,362562.47
47546,351691.6
47547,356403.6
47548,366528.44
47549,358742.34
47550,436944.38
47551,351037.56
47552,352721.78
47553,358405.9
47554,360003.9
47555,351274.75
47556,352333.78
47557,349215.88
47558,354743.6
47559,350335.22
47560,352232.4
47561,355648.16
47562,360183.06
47563,354665.6
47564,350949.25
47565,359115.34
47566,358096.06
47567,349603.9
47568,358147.44
47569,353852.2
47570,353311.9
47571,355418.94
47572,351559.38
47573,365004.2
47574,348431.22
47575,357160.3
47576,357004.8
47577,356083.12
47578,350276.34
47579,351729.4
47580,350201.78
47581,356583.8
47582,352672.5
47583,353533.53
47584,353030.16
47585,350236.2
47586,349668.75
47587,354347.78
47588,354884.3
47589,353263.62
47590,348761.16
47591,354540.47
47592,361576.5
47593,349727.5
47594,351218.72
47595,351028.78
47596,355801.3
47597,355677.56
47598,350674.6
47599,355337.28
47600,362234.03
47601,353730.5
47602,353415.22
47603,352765.84
47604,351602.34
47605,354697.97
47606,355474.34
47607,353459.44
47608,348211.75
47609,352224.78
47610,349312.4
47611,372680.8
47612,353591.84
47613,357822.34
47614,358804.1
47615,352620.56
47616,352593.44
47617,366115.25
47618,349982.3
47619,354125.06
47620,351054.56
47621,353366.06
47622,364106.44
47623,356064.6
47624,350695.9
47625,352006.66
47626,350907.75
47627,353834.5
47628,353358.88
47629,353153.44
47630,349165.75
47631,366279.62
47632,348816.56
47633,360617.75
47634,351423.5
47635,353909.75
47636,352783.8
47637,350911.4
47638,358473.38
47639,350543.16
47640,351077.44
47641,355827.28
47642,354388.03
47643,357070.78
47644,363236.53
47645,354199.66
47646,352024.22
47647,352121.06
47648,351940.56
47649,359442.12
47650,355392.53
47651,352393.8
47652,350680.94
47653,349740.34
47654,354379.12
47655,355988.03
47656,364998.03
47657,366146.4
47658,355155.78
47659,350875.9
47660,352155.06
47661,356559.5
47662,350683.12
47663,358330.56
47664,358346.9
47665,360258.47
47666,351294.28
47667,356081.88
47668,352845.03
47669,361344.2
47670,350097.28
47671,356897.38
47672,361707.34
47673,353002.0
47674,352169.38
47675,351704.56
47676,351770.28
47677,355649.06
47678,354026.53
47679,356570.03
47680,349963.62
47681,351848.94
47682,351010.9
47683,349524.12
47684,353519.88
47685,351312.03
47686,363885.2
47687,359823.2
47688,351534.53
47689,360593.34
47690,356228.25
47691,359665.44
47692,348720.5
47693,352930.6
47694,347240.34
47695,353580.25
47696,350201.28
47697,357592.6
47698,348389.8
47699,350534.03
47700,351509.3
47701,351144.66
47702,362721.56
47703,354697.97
47704,351647.6
47705,361577.2
47706,352882.66
47707,369251.88
47708,351235.72
47709,356795.78
47710,359492.8
47711,351287.12
47712,352750.6
47713,360872.7
47714,354068.75
47715,357669.2
47716,351629.88
47717,350713.2
47718,353442.34
47719,356176.2
47720,350900.22
47721,352878.47
47722,355172.34
47723,349315.03
47724,355564.47
47725,353538.2
